text,category
Passengers arriving on flight AI102 from London may collect baggage,Arrival
Departure announcement for flight AI730 to Delhi,Departure
Departure announcement for flight AI567 to Kolkata,Departure
Departure announcement for flight AI816 to London,Departure
Flight AI628 scheduled for Mumbai is delayed,Delay
Passengers may now board flight AI646,Boarding
Gate update for flight AI175,Gate Change
Passengers arriving on flight AI419 from Bangalore may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Passengers arriving on flight AI275 from Pune may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Passengers may now board flight AI167,Boarding
Flight AI964 departure gate has been changed,Gate Change
Security alert reported near terminal,Emergency
Flight AI906 to Bangalore is delayed by 60 minutes,Delay
Security alert reported near terminal,Emergency
Flight AI596 departure gate has been changed,Gate Change
Final boarding call for flight AI996,Boarding
Passengers may now board flight AI891,Boarding
Arrival completed for flight AI921 from Mumbai,Arrival
Boarding started for flight AI333 at gate 15,Boarding
Passengers may now board flight AI130,Boarding
Flight AI152 from Mumbai has arrived,Arrival
Departure announcement for flight AI258 to Dubai,Departure
Passengers of flight AI810 please note the delay,Delay
Flight AI292 bound for Delhi will depart shortly,Departure
Passengers for flight AI717 to Delhi proceed to gate 20,Departure
Boarding announcement for flight AI829,Boarding
Boarding announcement for flight AI962,Boarding
Departure announcement for flight AI946 to Chennai,Departure
Arrival completed for flight AI455 from Mumbai,Arrival
Flight AI198 bound for Bangalore will depart shortly,Departure
Passengers arriving on flight AI721 from Mumbai may collect baggage,Arrival
Flight AI716 from Kolkata has arrived,Arrival
Boarding announcement for flight AI236,Boarding
Boarding started for flight AI902 at gate 15,Boarding
Final boarding call for flight AI165,Boarding
Gate changed from 1 to 15 for flight AI236,Gate Change
Airport emergency protocol has been activated,Emergency
Boarding announcement for flight AI131,Boarding
Passengers are requested to follow emergency procedures,Emergency
Due to weather conditions flight AI455 has been delayed,Delay
Passengers may now board flight AI593,Boarding
Departure announcement for flight AI120 to Kolkata,Departure
Passengers are requested to follow emergency procedures,Emergency
Flight AI428 bound for Dubai will depart shortly,Departure
Due to weather conditions flight AI507 has been delayed,Delay
Flight AI688 to Singapore is ready for departure,Departure
Security alert reported near terminal,Emergency
Passengers for flight AI197 to Kolkata proceed to gate 3,Departure
Boarding announcement for flight AI114,Boarding
Passengers for flight AI941 to London proceed to gate 9,Departure
Passengers may now board flight AI984,Boarding
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI526 please proceed to gate 16,Gate Change
Flight AI355 to Hyderabad is delayed by 42 minutes,Delay
Flight AI738 has successfully landed from Bangalore,Arrival
Passengers for flight AI476 to Chennai proceed to gate 10,Departure
Passengers for flight AI745 to Hyderabad proceed to gate 10,Departure
Airport emergency protocol has been activated,Emergency
Final boarding call for flight AI592,Boarding
Passengers may now board flight AI565,Boarding
Boarding started for flight AI673 at gate 7,Boarding
Airport emergency protocol has been activated,Emergency
Passengers for flight AI393 to Hyderabad proceed to gate 12,Departure
Passengers for flight AI987 to Hyderabad proceed to gate 4,Departure
Gate update for flight AI422,Gate Change
Passengers arriving on flight AI127 from Bangalore may collect baggage,Arrival
Passengers may now board flight AI219,Boarding
Flight AI296 has successfully landed from London,Arrival
Flight AI304 from Pune has arrived,Arrival
Passengers of flight AI651 please note the delay,Delay
Departure announcement for flight AI512 to Mumbai,Departure
Flight AI483 to Hyderabad is ready for departure,Departure
Boarding started for flight AI834 at gate 5,Boarding
Final boarding call for flight AI799,Boarding
Flight AI503 scheduled for Delhi is delayed,Delay
Passengers of flight AI604 please note the delay,Delay
Flight AI733 to Bangalore is delayed by 59 minutes,Delay
Gate changed from 6 to 18 for flight AI536,Gate Change
Emergency evacuation required immediately,Emergency
Boarding started for flight AI436 at gate 6,Boarding
Flight AI486 has successfully landed from Delhi,Arrival
Emergency evacuation required immediately,Emergency
Due to weather conditions flight AI197 has been delayed,Delay
Passengers may now board flight AI641,Boarding
Passengers arriving on flight AI988 from Kolkata may collect baggage,Arrival
Passengers may now board flight AI691,Boarding
Security alert reported near terminal,Emergency
Passengers for flight AI874 please proceed to gate 14,Gate Change
Flight AI539 bound for Hyderabad will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Gate changed from 7 to 18 for flight AI202,Gate Change
Boarding announcement for flight AI166,Boarding
Flight AI761 scheduled for London is delayed,Delay
Emergency evacuation required immediately,Emergency
Airport emergency protocol has been activated,Emergency
Passengers may now board flight AI659,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI361 to Delhi is delayed by 92 minutes,Delay
Due to weather conditions flight AI780 has been delayed,Delay
Flight AI641 scheduled for Dubai is delayed,Delay
Airport emergency protocol has been activated,Emergency
Passengers may now board flight AI842,Boarding
Flight AI598 departure gate has been changed,Gate Change
Flight AI566 bound for London will depart shortly,Departure
Flight AI832 to Hyderabad is ready for departure,Departure
Passengers of flight AI687 please note the delay,Delay
Departure announcement for flight AI183 to Bangalore,Departure
Passengers for flight AI314 to Kolkata proceed to gate 20,Departure
Gate update for flight AI556,Gate Change
Boarding started for flight AI215 at gate 17,Boarding
Flight AI989 to London is delayed by 47 minutes,Delay
Flight AI156 has successfully landed from Singapore,Arrival
Boarding announcement for flight AI214,Boarding
Flight AI397 bound for Hyderabad will depart shortly,Departure
Emergency evacuation required immediately,Emergency
Gate update for flight AI149,Gate Change
Passengers of flight AI487 please note the delay,Delay
Flight AI166 to Dubai is ready for departure,Departure
Flight AI665 to London is ready for departure,Departure
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI289,Boarding
Flight AI985 from Chennai has arrived,Arrival
Flight AI450 bound for Delhi will depart shortly,Departure
Flight AI627 bound for Kolkata will depart shortly,Departure
Airport emergency protocol has been activated,Emergency
Flight AI773 to Hyderabad is delayed by 93 minutes,Delay
Final boarding call for flight AI260,Boarding
Flight AI715 to Singapore is delayed by 86 minutes,Delay
Flight AI910 departure gate has been changed,Gate Change
Flight AI859 to Bangalore is delayed by 14 minutes,Delay
Flight AI621 from London has arrived,Arrival
Flight AI591 from Kolkata has arrived,Arrival
Flight AI700 to Delhi is delayed by 89 minutes,Delay
Boarding started for flight AI631 at gate 11,Boarding
Passengers for flight AI809 to Mumbai proceed to gate 16,Departure
Flight AI958 to Hyderabad is ready for departure,Departure
Flight AI208 from Mumbai has arrived,Arrival
Passengers for flight AI955 please proceed to gate 19,Gate Change
Due to weather conditions flight AI108 has been delayed,Delay
Security alert reported near terminal,Emergency
Passengers of flight AI757 please note the delay,Delay
Passengers for flight AI654 to Pune proceed to gate 17,Departure
Boarding started for flight AI499 at gate 13,Boarding
Final boarding call for flight AI510,Boarding
Passengers of flight AI182 please note the delay,Delay
Flight AI491 from Singapore has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Departure announcement for flight AI460 to Chennai,Departure
Emergency evacuation required immediately,Emergency
Security alert reported near terminal,Emergency
Flight AI379 to Bangalore is ready for departure,Departure
Passengers arriving on flight AI431 from Pune may collect baggage,Arrival
Flight AI235 to Dubai is ready for departure,Departure
Flight AI185 bound for Dubai will depart shortly,Departure
Boarding started for flight AI670 at gate 15,Boarding
Boarding started for flight AI295 at gate 3,Boarding
Boarding announcement for flight AI587,Boarding
Airport emergency protocol has been activated,Emergency
Passengers of flight AI848 please note the delay,Delay
Flight AI753 departure gate has been changed,Gate Change
Flight AI576 from Kolkata has arrived,Arrival
Passengers may now board flight AI605,Boarding
Passengers of flight AI121 please note the delay,Delay
Flight AI121 departure gate has been changed,Gate Change
Airport emergency protocol has been activated,Emergency
Flight AI524 to Bangalore is delayed by 58 minutes,Delay
Security alert reported near terminal,Emergency
Departure announcement for flight AI705 to Singapore,Departure
Passengers of flight AI600 please note the delay,Delay
Departure announcement for flight AI698 to Hyderabad,Departure
Gate changed from 8 to 20 for flight AI327,Gate Change
Passengers for flight AI548 please proceed to gate 18,Gate Change
Flight AI668 from Dubai has arrived,Arrival
Flight AI236 has successfully landed from Bangalore,Arrival
Security alert reported near terminal,Emergency
Gate changed from 3 to 20 for flight AI123,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers of flight AI886 please note the delay,Delay
Gate update for flight AI586,Gate Change
Arrival completed for flight AI812 from Singapore,Arrival
Flight AI652 from Delhi has arrived,Arrival
Flight AI279 from Bangalore has arrived,Arrival
Passengers may now board flight AI196,Boarding
Flight AI609 departure gate has been changed,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Security alert reported near terminal,Emergency
Passengers may now board flight AI261,Boarding
Airport emergency protocol has been activated,Emergency
Passengers for flight AI944 please proceed to gate 13,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers are requested to follow emergency procedures,Emergency
Departure announcement for flight AI350 to Mumbai,Departure
Boarding started for flight AI905 at gate 20,Boarding
Flight AI292 from Mumbai has arrived,Arrival
Flight AI474 departure gate has been changed,Gate Change
Final boarding call for flight AI849,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI291 from Chennai has arrived,Arrival
Flight AI632 has successfully landed from Hyderabad,Arrival
Due to weather conditions flight AI396 has been delayed,Delay
Boarding announcement for flight AI953,Boarding
Gate update for flight AI562,Gate Change
Flight AI558 to Dubai is delayed by 59 minutes,Delay
Passengers of flight AI276 please note the delay,Delay
Boarding started for flight AI341 at gate 18,Boarding
Due to weather conditions flight AI475 has been delayed,Delay
Gate changed from 10 to 17 for flight AI791,Gate Change
Gate update for flight AI760,Gate Change
Passengers for flight AI352 to Singapore proceed to gate 1,Departure
Passengers arriving on flight AI343 from Mumbai may collect baggage,Arrival
Passengers of flight AI271 please note the delay,Delay
Flight AI836 scheduled for Delhi is delayed,Delay
Flight AI937 to Singapore is delayed by 60 minutes,Delay
Boarding started for flight AI340 at gate 11,Boarding
Passengers may now board flight AI631,Boarding
Flight AI830 to Delhi is delayed by 95 minutes,Delay
Due to weather conditions flight AI941 has been delayed,Delay
Flight AI483 scheduled for London is delayed,Delay
Boarding started for flight AI879 at gate 11,Boarding
Flight AI332 to Mumbai is ready for departure,Departure
Passengers for flight AI730 please proceed to gate 18,Gate Change
Departure announcement for flight AI582 to Mumbai,Departure
Flight AI563 from Pune has arrived,Arrival
Passengers arriving on flight AI504 from Dubai may collect baggage,Arrival
Boarding started for flight AI418 at gate 6,Boarding
Passengers may now board flight AI767,Boarding
Flight AI525 departure gate has been changed,Gate Change
Boarding announcement for flight AI831,Boarding
Due to weather conditions flight AI547 has been delayed,Delay
Passengers may now board flight AI635,Boarding
Passengers for flight AI178 to Kolkata proceed to gate 19,Departure
Flight AI986 has successfully landed from Hyderabad,Arrival
Flight AI612 to Chennai is ready for departure,Departure
Flight AI292 bound for Pune will depart shortly,Departure
Gate changed from 7 to 14 for flight AI144,Gate Change
Gate update for flight AI651,Gate Change
Airport emergency protocol has been activated,Emergency
Emergency evacuation required immediately,Emergency
Flight AI474 from Dubai has arrived,Arrival
Security alert reported near terminal,Emergency
Gate changed from 3 to 16 for flight AI423,Gate Change
Passengers may now board flight AI203,Boarding
Boarding announcement for flight AI442,Boarding
Boarding started for flight AI452 at gate 6,Boarding
Gate changed from 1 to 13 for flight AI916,Gate Change
Passengers for flight AI528 please proceed to gate 16,Gate Change
Flight AI704 scheduled for Delhi is delayed,Delay
Passengers of flight AI487 please note the delay,Delay
Due to weather conditions flight AI740 has been delayed,Delay
Due to weather conditions flight AI319 has been delayed,Delay
Passengers may now board flight AI339,Boarding
Passengers may now board flight AI409,Boarding
Flight AI941 from Hyderabad has arrived,Arrival
Emergency evacuation required immediately,Emergency
Final boarding call for flight AI529,Boarding
Passengers may now board flight AI984,Boarding
Final boarding call for flight AI557,Boarding
Due to weather conditions flight AI616 has been delayed,Delay
Gate changed from 9 to 16 for flight AI302,Gate Change
Flight AI517 to London is delayed by 115 minutes,Delay
Final boarding call for flight AI799,Boarding
Gate changed from 4 to 12 for flight AI928,Gate Change
Flight AI441 to Kolkata is delayed by 64 minutes,Delay
Boarding announcement for flight AI795,Boarding
Boarding announcement for flight AI900,Boarding
Departure announcement for flight AI669 to Hyderabad,Departure
Flight AI658 from Singapore has arrived,Arrival
Gate update for flight AI898,Gate Change
Passengers arriving on flight AI456 from Chennai may collect baggage,Arrival
Security alert reported near terminal,Emergency
Security alert reported near terminal,Emergency
Passengers of flight AI212 please note the delay,Delay
Airport emergency protocol has been activated,Emergency
Flight AI265 from Bangalore has arrived,Arrival
Flight AI962 to Chennai is ready for departure,Departure
Boarding started for flight AI775 at gate 12,Boarding
Due to weather conditions flight AI783 has been delayed,Delay
Boarding announcement for flight AI955,Boarding
Flight AI795 has successfully landed from Kolkata,Arrival
Flight AI766 departure gate has been changed,Gate Change
Gate update for flight AI345,Gate Change
Passengers for flight AI181 to London proceed to gate 5,Departure
Boarding started for flight AI640 at gate 20,Boarding
Passengers for flight AI484 to London proceed to gate 10,Departure
Passengers for flight AI520 please proceed to gate 18,Gate Change
Passengers for flight AI168 please proceed to gate 17,Gate Change
Gate changed from 8 to 16 for flight AI931,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Flight AI324 to Pune is delayed by 87 minutes,Delay
Flight AI205 from Dubai has arrived,Arrival
Flight AI108 scheduled for Hyderabad is delayed,Delay
Flight AI625 to Singapore is ready for departure,Departure
Boarding started for flight AI359 at gate 2,Boarding
Gate changed from 8 to 18 for flight AI552,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers of flight AI959 please note the delay,Delay
Passengers of flight AI674 please note the delay,Delay
Arrival completed for flight AI876 from Delhi,Arrival
Passengers are requested to follow emergency procedures,Emergency
Gate changed from 4 to 11 for flight AI779,Gate Change
Flight AI989 from Delhi has arrived,Arrival
Flight AI356 bound for London will depart shortly,Departure
Boarding announcement for flight AI310,Boarding
Emergency evacuation required immediately,Emergency
Passengers may now board flight AI118,Boarding
Passengers arriving on flight AI194 from Hyderabad may collect baggage,Arrival
Gate update for flight AI686,Gate Change
Arrival completed for flight AI497 from London,Arrival
Flight AI685 scheduled for Delhi is delayed,Delay
Flight AI130 bound for Pune will depart shortly,Departure
Flight AI373 from Kolkata has arrived,Arrival
Flight AI789 scheduled for Hyderabad is delayed,Delay
Security alert reported near terminal,Emergency
Boarding announcement for flight AI224,Boarding
Departure announcement for flight AI576 to Chennai,Departure
Gate changed from 9 to 17 for flight AI776,Gate Change
Boarding announcement for flight AI501,Boarding
Passengers may now board flight AI215,Boarding
Gate update for flight AI220,Gate Change
Flight AI404 has successfully landed from Dubai,Arrival
Airport emergency protocol has been activated,Emergency
Flight AI509 scheduled for Mumbai is delayed,Delay
Flight AI931 departure gate has been changed,Gate Change
Final boarding call for flight AI945,Boarding
Flight AI195 departure gate has been changed,Gate Change
Boarding announcement for flight AI868,Boarding
Airport emergency protocol has been activated,Emergency
Boarding started for flight AI493 at gate 10,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI830 bound for Kolkata will depart shortly,Departure
Flight AI242 bound for Kolkata will depart shortly,Departure
Flight AI259 departure gate has been changed,Gate Change
Security alert reported near terminal,Emergency
Passengers of flight AI167 please note the delay,Delay
Flight AI404 from Singapore has arrived,Arrival
Flight AI570 has successfully landed from Pune,Arrival
Flight AI632 to Chennai is delayed by 66 minutes,Delay
Passengers for flight AI456 please proceed to gate 14,Gate Change
Departure announcement for flight AI715 to Chennai,Departure
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI356 has been delayed,Delay
Boarding announcement for flight AI976,Boarding
Flight AI617 departure gate has been changed,Gate Change
Boarding announcement for flight AI342,Boarding
Passengers for flight AI343 please proceed to gate 16,Gate Change
Airport emergency protocol has been activated,Emergency
Passengers arriving on flight AI199 from Bangalore may collect baggage,Arrival
Flight AI950 to Kolkata is ready for departure,Departure
Flight AI599 has successfully landed from Delhi,Arrival
Security alert reported near terminal,Emergency
Airport emergency protocol has been activated,Emergency
Boarding started for flight AI505 at gate 16,Boarding
Passengers may now board flight AI311,Boarding
Gate changed from 1 to 16 for flight AI365,Gate Change
Flight AI653 to Mumbai is delayed by 33 minutes,Delay
Passengers for flight AI803 to Mumbai proceed to gate 16,Departure
Passengers for flight AI836 please proceed to gate 13,Gate Change
Final boarding call for flight AI309,Boarding
Flight AI872 departure gate has been changed,Gate Change
Passengers for flight AI420 please proceed to gate 18,Gate Change
Passengers arriving on flight AI465 from Hyderabad may collect baggage,Arrival
Flight AI497 to Delhi is ready for departure,Departure
Passengers arriving on flight AI998 from Dubai may collect baggage,Arrival
Boarding announcement for flight AI300,Boarding
Departure announcement for flight AI622 to London,Departure
Gate update for flight AI626,Gate Change
Boarding announcement for flight AI993,Boarding
Departure announcement for flight AI554 to London,Departure
Passengers for flight AI759 to Delhi proceed to gate 5,Departure
Flight AI813 to Mumbai is ready for departure,Departure
Flight AI776 scheduled for Kolkata is delayed,Delay
Boarding announcement for flight AI142,Boarding
Due to weather conditions flight AI289 has been delayed,Delay
Passengers of flight AI479 please note the delay,Delay
Emergency evacuation required immediately,Emergency
Passengers may now board flight AI802,Boarding
Gate update for flight AI609,Gate Change
Flight AI867 has successfully landed from Bangalore,Arrival
Flight AI684 has successfully landed from Pune,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI278 to Mumbai is ready for departure,Departure
Flight AI899 to Dubai is delayed by 116 minutes,Delay
Boarding announcement for flight AI872,Boarding
Gate changed from 2 to 15 for flight AI233,Gate Change
Passengers arriving on flight AI674 from Delhi may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Departure announcement for flight AI911 to Mumbai,Departure
Final boarding call for flight AI462,Boarding
Flight AI939 to Delhi is ready for departure,Departure
Airport emergency protocol has been activated,Emergency
Arrival completed for flight AI868 from Bangalore,Arrival
Flight AI223 scheduled for London is delayed,Delay
Flight AI577 to Mumbai is delayed by 84 minutes,Delay
Boarding started for flight AI833 at gate 8,Boarding
Flight AI617 from Kolkata has arrived,Arrival
Boarding started for flight AI368 at gate 6,Boarding
Emergency evacuation required immediately,Emergency
Flight AI497 scheduled for Mumbai is delayed,Delay
Departure announcement for flight AI319 to London,Departure
Passengers are requested to follow emergency procedures,Emergency
Gate update for flight AI953,Gate Change
Boarding started for flight AI450 at gate 14,Boarding
Flight AI186 to Dubai is delayed by 112 minutes,Delay
Departure announcement for flight AI463 to Singapore,Departure
Final boarding call for flight AI134,Boarding
Passengers arriving on flight AI974 from Pune may collect baggage,Arrival
Boarding announcement for flight AI999,Boarding
Gate changed from 1 to 11 for flight AI384,Gate Change
Flight AI471 to Bangalore is ready for departure,Departure
Flight AI216 bound for Hyderabad will depart shortly,Departure
Flight AI398 to Chennai is delayed by 66 minutes,Delay
Flight AI774 to Kolkata is ready for departure,Departure
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI740 from Kolkata,Arrival
Flight AI277 from Singapore has arrived,Arrival
Flight AI941 to Delhi is ready for departure,Departure
Passengers for flight AI436 please proceed to gate 18,Gate Change
Flight AI977 to Dubai is delayed by 34 minutes,Delay
Boarding announcement for flight AI365,Boarding
Gate changed from 1 to 16 for flight AI399,Gate Change
Boarding announcement for flight AI347,Boarding
Departure announcement for flight AI114 to London,Departure
Security alert reported near terminal,Emergency
Flight AI404 departure gate has been changed,Gate Change
Flight AI141 bound for Kolkata will depart shortly,Departure
Flight AI674 scheduled for Dubai is delayed,Delay
Passengers for flight AI480 please proceed to gate 20,Gate Change
Flight AI755 to Pune is delayed by 97 minutes,Delay
Flight AI128 has successfully landed from Kolkata,Arrival
Boarding announcement for flight AI797,Boarding
Boarding announcement for flight AI650,Boarding
Passengers of flight AI893 please note the delay,Delay
Arrival completed for flight AI352 from Pune,Arrival
Flight AI702 to Pune is ready for departure,Departure
Boarding started for flight AI473 at gate 8,Boarding
Flight AI705 bound for Pune will depart shortly,Departure
Passengers of flight AI721 please note the delay,Delay
Airport emergency protocol has been activated,Emergency
Gate changed from 1 to 18 for flight AI801,Gate Change
Gate update for flight AI845,Gate Change
Passengers for flight AI447 please proceed to gate 20,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Airport emergency protocol has been activated,Emergency
Departure announcement for flight AI677 to Mumbai,Departure
Gate changed from 1 to 17 for flight AI507,Gate Change
Arrival completed for flight AI244 from Chennai,Arrival
Flight AI899 departure gate has been changed,Gate Change
Passengers may now board flight AI584,Boarding
Final boarding call for flight AI990,Boarding
Passengers are requested to follow emergency procedures,Emergency
Boarding started for flight AI219 at gate 14,Boarding
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Passengers of flight AI279 please note the delay,Delay
Flight AI883 to Chennai is ready for departure,Departure
Passengers for flight AI795 to Delhi proceed to gate 6,Departure
Flight AI959 from Hyderabad has arrived,Arrival
Security alert reported near terminal,Emergency
Arrival completed for flight AI170 from Chennai,Arrival
Flight AI318 scheduled for Dubai is delayed,Delay
Flight AI995 to Hyderabad is ready for departure,Departure
Passengers for flight AI486 please proceed to gate 15,Gate Change
Passengers may now board flight AI726,Boarding
Flight AI477 departure gate has been changed,Gate Change
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI812 from Pune may collect baggage,Arrival
Passengers of flight AI515 please note the delay,Delay
Security alert reported near terminal,Emergency
Flight AI305 to Singapore is ready for departure,Departure
Flight AI605 departure gate has been changed,Gate Change
Flight AI467 bound for London will depart shortly,Departure
Boarding started for flight AI328 at gate 3,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI378 departure gate has been changed,Gate Change
Due to weather conditions flight AI596 has been delayed,Delay
Gate update for flight AI150,Gate Change
Arrival completed for flight AI745 from Pune,Arrival
Flight AI138 to Hyderabad is delayed by 61 minutes,Delay
Flight AI800 from Bangalore has arrived,Arrival
Passengers may now board flight AI102,Boarding
Passengers for flight AI392 please proceed to gate 12,Gate Change
Boarding announcement for flight AI481,Boarding
Security alert reported near terminal,Emergency
Airport emergency protocol has been activated,Emergency
Passengers for flight AI900 to Delhi proceed to gate 11,Departure
Airport emergency protocol has been activated,Emergency
Flight AI117 bound for Delhi will depart shortly,Departure
Flight AI565 scheduled for Dubai is delayed,Delay
Gate changed from 8 to 18 for flight AI558,Gate Change
Passengers for flight AI897 to Bangalore proceed to gate 7,Departure
Due to weather conditions flight AI634 has been delayed,Delay
Departure announcement for flight AI863 to Bangalore,Departure
Gate changed from 8 to 18 for flight AI902,Gate Change
Gate update for flight AI509,Gate Change
Flight AI769 from Kolkata has arrived,Arrival
Flight AI152 has successfully landed from Delhi,Arrival
Boarding announcement for flight AI764,Boarding
Flight AI576 scheduled for Bangalore is delayed,Delay
Flight AI342 has successfully landed from Kolkata,Arrival
Security alert reported near terminal,Emergency
Emergency evacuation required immediately,Emergency
Passengers for flight AI809 to Chennai proceed to gate 15,Departure
Flight AI140 has successfully landed from Mumbai,Arrival
Flight AI867 to Bangalore is ready for departure,Departure
Flight AI703 to Chennai is delayed by 60 minutes,Delay
Flight AI232 from Hyderabad has arrived,Arrival
Flight AI844 to Bangalore is ready for departure,Departure
Gate changed from 10 to 13 for flight AI562,Gate Change
Passengers for flight AI221 to Hyderabad proceed to gate 5,Departure
Passengers arriving on flight AI396 from Mumbai may collect baggage,Arrival
Flight AI667 has successfully landed from Dubai,Arrival
Passengers for flight AI976 to Bangalore proceed to gate 19,Departure
Arrival completed for flight AI860 from Kolkata,Arrival
Passengers may now board flight AI973,Boarding
Departure announcement for flight AI834 to Singapore,Departure
Airport emergency protocol has been activated,Emergency
Gate update for flight AI475,Gate Change
Gate changed from 3 to 20 for flight AI409,Gate Change
Flight AI112 scheduled for Chennai is delayed,Delay
Gate changed from 8 to 18 for flight AI153,Gate Change
Passengers may now board flight AI988,Boarding
Security alert reported near terminal,Emergency
Flight AI563 to Pune is delayed by 90 minutes,Delay
Emergency evacuation required immediately,Emergency
Passengers of flight AI192 please note the delay,Delay
Passengers arriving on flight AI648 from Delhi may collect baggage,Arrival
Passengers for flight AI479 to London proceed to gate 8,Departure
Flight AI282 to Dubai is delayed by 37 minutes,Delay
Passengers may now board flight AI505,Boarding
Airport emergency protocol has been activated,Emergency
Flight AI250 departure gate has been changed,Gate Change
Passengers arriving on flight AI147 from Mumbai may collect baggage,Arrival
Due to weather conditions flight AI924 has been delayed,Delay
Passengers for flight AI926 please proceed to gate 12,Gate Change
Emergency evacuation required immediately,Emergency
Passengers of flight AI608 please note the delay,Delay
Flight AI949 bound for Singapore will depart shortly,Departure
Gate changed from 6 to 20 for flight AI967,Gate Change
Passengers for flight AI871 please proceed to gate 18,Gate Change
Passengers may now board flight AI336,Boarding
Passengers arriving on flight AI893 from Pune may collect baggage,Arrival
Security alert reported near terminal,Emergency
Flight AI981 to Hyderabad is ready for departure,Departure
Passengers may now board flight AI716,Boarding
Passengers for flight AI973 to Kolkata proceed to gate 17,Departure
Flight AI188 from Singapore has arrived,Arrival
Flight AI335 to Dubai is delayed by 94 minutes,Delay
Gate changed from 4 to 19 for flight AI768,Gate Change
Boarding announcement for flight AI420,Boarding
Passengers arriving on flight AI347 from Delhi may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Airport emergency protocol has been activated,Emergency
Airport emergency protocol has been activated,Emergency
Passengers for flight AI975 to Bangalore proceed to gate 2,Departure
Flight AI650 to Delhi is ready for departure,Departure
Airport emergency protocol has been activated,Emergency
Final boarding call for flight AI663,Boarding
Passengers may now board flight AI913,Boarding
Departure announcement for flight AI692 to Hyderabad,Departure
Passengers arriving on flight AI175 from Dubai may collect baggage,Arrival
Passengers for flight AI907 to Kolkata proceed to gate 1,Departure
Final boarding call for flight AI587,Boarding
Passengers arriving on flight AI605 from Mumbai may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Arrival completed for flight AI227 from Bangalore,Arrival
Flight AI293 departure gate has been changed,Gate Change
Passengers arriving on flight AI738 from Pune may collect baggage,Arrival
Flight AI576 to Mumbai is delayed by 27 minutes,Delay
Flight AI764 bound for Mumbai will depart shortly,Departure
Flight AI212 scheduled for Mumbai is delayed,Delay
Passengers arriving on flight AI570 from Pune may collect baggage,Arrival
Final boarding call for flight AI159,Boarding
Passengers of flight AI334 please note the delay,Delay
Security alert reported near terminal,Emergency
Passengers arriving on flight AI455 from Singapore may collect baggage,Arrival
Due to weather conditions flight AI110 has been delayed,Delay
Flight AI630 from London has arrived,Arrival
Flight AI179 to Kolkata is delayed by 112 minutes,Delay
Gate changed from 2 to 16 for flight AI156,Gate Change
Arrival completed for flight AI922 from Hyderabad,Arrival
Passengers for flight AI158 please proceed to gate 11,Gate Change
Departure announcement for flight AI168 to Delhi,Departure
Flight AI227 from Chennai has arrived,Arrival
Flight AI586 to Chennai is ready for departure,Departure
Passengers for flight AI494 to Mumbai proceed to gate 7,Departure
Due to weather conditions flight AI830 has been delayed,Delay
Gate changed from 3 to 20 for flight AI689,Gate Change
Final boarding call for flight AI136,Boarding
Flight AI385 has successfully landed from London,Arrival
Emergency evacuation required immediately,Emergency
Gate changed from 8 to 11 for flight AI990,Gate Change
Final boarding call for flight AI883,Boarding
Gate update for flight AI416,Gate Change
Gate changed from 2 to 13 for flight AI939,Gate Change
Flight AI840 to Chennai is delayed by 35 minutes,Delay
Passengers of flight AI105 please note the delay,Delay
Flight AI811 from Hyderabad has arrived,Arrival
Flight AI595 has successfully landed from Chennai,Arrival
Flight AI504 has successfully landed from Hyderabad,Arrival
Flight AI724 bound for Mumbai will depart shortly,Departure
Gate changed from 7 to 11 for flight AI174,Gate Change
Flight AI724 to Hyderabad is delayed by 108 minutes,Delay
Gate changed from 4 to 13 for flight AI411,Gate Change
Flight AI208 to Hyderabad is ready for departure,Departure
Flight AI281 departure gate has been changed,Gate Change
Passengers for flight AI187 please proceed to gate 20,Gate Change
Passengers arriving on flight AI526 from Pune may collect baggage,Arrival
Boarding announcement for flight AI574,Boarding
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI303 from Chennai,Arrival
Passengers for flight AI953 to Singapore proceed to gate 4,Departure
